name,normalizedName,tager,legacyDefaultTag,runtimeDefaultTag,bundleIdentifier,defaultNote-ZH
,bcut,video,media|video|entertainment,media|video,null,媒体工具，适合处理图片、音频或视频内容
,intiface-central,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,elgato-studio,device-management,utilities,utilities|system-enhancement,null,内容创作设备采集和管理工具
,godspeed,GTD,productivity|utilities|system-enhancement,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,spotify-now-playing,audio,media|audio|entertainment,media|audio,null,
,chatgpt-for-mac,ai-tools|communication,communication|utilities|system-enhancement|ai-tools,communication|ai-tools,null,
,clipaste,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,filepane,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,go64,system-maintenance,utilities,utilities|system-enhancement,null,32 位应用扫描工具
,flying-carpet,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,airy,video|transfer,transfer|media|video|utilities|entertainment,transfer|media|video|utilities,null,音频工具，适合播放、制作、编辑或管理声音内容
,coverload,video|audio,transfer|media|video|audio|utilities,media|video|audio,null,媒体封面下载工具，适合整理影视和音乐资料
,react-proto,Font|ui-prototyping|3d-cad,development|design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,post-haste,GTD,productivity|development,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,trojanx,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,polyphone,audio,design|media|audio,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,wordservice,Automation,utilities,productivity|system-enhancement,null,选中文本处理命令工具
,appgrid,window-management,development|utilities|system-enhancement,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,onyx-beta,system-maintenance,utilities,utilities|system-enhancement,null,系统文件结构验证和维护工具
,seam,window-management,productivity|utilities|system-enhancement,utilities|system-enhancement,null,刘海屏动态岛效率工具
,audius,audio,media|audio|entertainment,media|audio,null,视频工具，适合播放、录制、剪辑或转换视频
,clock-signal,communication|security,communication|utilities|security,communication|security,null,安全相关工具，适合隐私保护、访问控制或账号防护
,finbar,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,motu-m-series,audio,media|audio|utilities,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,bankid-security-application-sweden,security|finance|education,utilities|finance|education|security,finance|education|security,null,瑞典 BankID 安全组件，用来完成银行和身份认证
,bookletcreator,PDF,utilities,writing|utilities,null,办公文档工具，适合阅读、编辑或管理文档资料
,moneydance,security|finance,utilities|finance|security,finance|security,null,适合管理钱包、资产或安全相关的金融操作
,letter-opener,communication,communication|utilities|system-enhancement,communication,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,x32-edit,audio,media|audio|system,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,live-home-3d,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,muse,audio,media|audio|entertainment,media|audio,null,思维画布应用，适合整理灵感和团队协作
,webplotdigitizer,picture-photo|devops,development|media|picture-photo|utilities,development|media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,macgamestore,game,transfer|utilities|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,db-browser-for-sqlite-nightly,database-tools,browser|development,development,null,SQLite 数据库浏览器测试版，适合查看和编辑本地库
,headset,audio,media|audio|entertainment,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,wasabi-wallet,security|finance|Automation,utilities|finance|security,productivity|system-enhancement|finance|security,null,重视隐私的比特币钱包，适合 CoinJoin 工作流
,ifunbox,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,cisdem-pdf-converter-ocr,picture-photo|PDF,utilities,writing|media|picture-photo|utilities,null,办公文档工具，适合阅读、编辑或管理文档资料
,imagealpha,picture-photo,media|picture-photo|utilities,media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,cleaneronepro,file-management|system-maintenance,utilities,file-management|utilities|system-enhancement,null,文件管理工具，适合整理、传输、清理或备份文件
,heaven-benchmark,device-management|system-maintenance,utilities,utilities|system-enhancement,null,硬件性能和稳定性测试工具
,avast-secure-browser,browser|security,browser|utilities|security,browser|security,null,安全工具，适合保护隐私、控制访问或加密数据
,badlion-client,game,productivity|writing|entertainment|game,entertainment|game,null,Minecraft PvP 客户端，内置性能优化和竞技辅助
,edrawmind,picture-photo|Notes,productivity|media|picture-photo,productivity|writing|media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,goldenpassport,security,utilities|security,security,null,账号安全工具，适合管理密码、验证码和通行密钥
,sony-imaging-edge-webcam,video,browser,media|video,null,
,cerebro,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,subtools,transfer,utilities,transfer|utilities,null,
,flirc,device-management,utilities,utilities|system-enhancement,null,红外 USB 接收器配置工具
,vallum,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,disk-arbitrator,system-maintenance,utilities,utilities|system-enhancement,null,
,swifty,security,utilities|security,security,null,账号安全工具，适合管理密码、验证码和通行密钥
,quo,communication,communication|productivity,communication,null,沟通工具，适合消息、邮件、通话或团队交流
,sena-bluetooth-device-manager,device-management,utilities,utilities|system-enhancement,null,SENA 设备管理工具
,aware,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,sakuralauncher,Automation,productivity,productivity|system-enhancement,null,SakuraFrp 启动器
,spaceradar,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,teensy,device-management,utilities,utilities|system-enhancement,null,固件刷写工具
,adobe-connect,Meeting,communication|productivity|design,communication|productivity,null,企业线上会议和课堂工具，适合培训、会议和网络研讨会
,lyrics-finder,transfer,file-management|transfer|utilities,transfer|utilities,null,歌词查找和下载工具
,thumbsup,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,dcp-o-matic,video|audio,development|design|media|video|audio,media|video|audio,null,把影片、字幕和音频打包成影院放映用的 DCP
,kiwi-for-gmail,communication,communication|productivity,communication,null,沟通工具，适合消息、邮件、通话或团队交流
,mcloud,file-management,utilities,file-management|utilities,null,中国移动云盘客户端
,robofont,Font,utilities,design|utilities,null,字体编辑工具，适合设计、修改和检查字体
,origami-studio,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,energiza-pro,system-maintenance,utilities,utilities|system-enhancement,null,用于控制MacBook电池充电的应用程序
,kameleo,browser|security,browser,browser|security,null,网页浏览器，适合日常上网和访问 Web 服务
,connect-fonts,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,simsim,file-management,file-management|development|utilities,file-management|utilities,null,开发相关工具，适合编程、调试或管理开发环境
,wd-security,security,development|utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,ultdata,system-maintenance,utilities,utilities|system-enhancement,null,iPhone 数据恢复工具
,volume-control,audio,media|audio|utilities|system-enhancement|entertainment,media|audio,null,音量控制工具，适合更细地管理系统声音输出
,eclipse-modeling-tools,device-management,utilities,utilities|system-enhancement,null,模型驱动应用开发工具和运行时
,odrive,security|transfer,file-management|transfer|utilities|security,transfer|utilities|security,null,安全工具，适合保护隐私、控制访问或加密数据
,enclave,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,lock-rattler,security,utilities|security,security,null,系统安全检查工具
,fake,browser,browser|productivity|utilities|system-enhancement,browser,null,效率增强工具，适合快速启动、自动化或管理常用操作
,textgrabber2,picture-photo,media|picture-photo|utilities|system-enhancement,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,multifirefox,browser,browser|productivity|utilities,browser,null,编程开发工具，适合编写、阅读和维护代码
,bria,communication|transfer,file-management|transfer|utilities,communication|transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,psi,communication,communication|design,communication,null,沟通工具，适合聊天、邮件、通话或团队交流
,vram-pro,system-maintenance,utilities,utilities|system-enhancement,null,统一内存 VRAM 分配控制工具
,spacesaver,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,trackerzapper,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,diagnostics,system-maintenance,utilities,utilities|system-enhancement,null,崩溃诊断报告查看器
,nethlink,ide,utilities,development,null,编程开发工具，适合编写、阅读和维护代码
,the-archive-browser,browser,browser|utilities,browser,null,文件管理工具，适合整理、传输、清理或备份文件
,exactscan,writing|device-management,writing|utilities,writing|utilities|system-enhancement,null,支持多种专业文档扫描仪的现代扫描解决方案，能够帮助用户实现无纸化办公
,adobe-photoshop-patterns-quicklook-plugin,picture-photo,design|media|picture-photo,media|picture-photo,null,给 Photoshop 图案文件加预览，找素材更快
,bitbox,finance|device-management,utilities|finance,utilities|system-enhancement|finance,null,硬件钱包套件，适合安全管理加密资产
,gopass-ui,communication|security,communication|productivity|utilities|security,communication|security,null,gopass 密码库图形界面，适合安全管理团队密钥
,keycombiner,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,poi,utilities,browser,utilities,null,
,caldigit-thunderbolt-station-usb-charging-and-superdrive-support-driver,device-management|devops,development|utilities,development|utilities|system-enhancement,null,Apple 设备支持驱动
,cloudnet-for-mac-client,security,utilities|security,security,null,
,tiddlywiki,Notes,browser,productivity|writing,null,
,m32-edit,audio,media|audio|system,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,xiaomi-cloud,picture-photo|transfer,communication|transfer|media|picture-photo|utilities,transfer|media|picture-photo|utilities,null,小米云服务入口，适合同步和管理小米生态资料
,cuda-z,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,ripcord,communication,communication|productivity,communication,null,沟通工具，适合聊天、邮件、通话或团队交流
,todotxtmac,GTD,productivity|utilities|system-enhancement,productivity,null,
,canon-pixma-driver,device-management,utilities,utilities|system-enhancement,null,
,dmg-canvas,picture-photo,design|media|picture-photo,media|picture-photo,null,DMG 安装包设计工具，适合做漂亮的 Mac 分发镜像
,universal-password-manager,security,utilities|security,security,null,
,4k-video-to-mp3,video|audio,media|video,media|video|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,fetch,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,arctic,video,media|video|utilities|system-enhancement,media|video,null,文件管理工具，适合整理、传输、清理或备份文件
,ipa-palette,diagramming,utilities,design,null,
,juice,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,beardie,writing,writing|media|video|utilities|system-enhancement,writing,null,视频工具，适合播放、录制、剪辑或转换视频
,playdate-mirror,game|video,media|video|audio|entertainment|game,media|video|entertainment|game,null,把 Playdate 掌机画面镜像到 Mac，录制演示更方便
,blocs,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,clickcharts,Font|ui-prototyping|3d-cad|diagramming,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,deadbolt,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,pages-data-merge,writing|communication,communication|development|writing,communication|writing,null,开发相关工具，适合编程、调试或管理开发环境
,apptivate,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,feed-the-beast,game,transfer|writing|utilities|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,replayweb-page,file-management,utilities,file-management|utilities,null,WARC 和 WACZ 网页归档查看器
,affinity-photo,picture-photo,design|media|picture-photo,media|picture-photo,null,一次性买断的专业修图工具，照片编辑和合成都很强
,mindmanager,Notes,productivity,productivity|writing,null,思维导图工具
,tyme,GTD,utilities,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,brisync,transfer,transfer|utilities|system-enhancement,transfer|utilities,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,textbuddy,Automation,utilities,productivity|system-enhancement,null,文本转换、过滤、排序和处理工具
,gauntlet,Automation,productivity,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,recents,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,kunkun,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,paparazzi,picture-photo|writing,writing|media|picture-photo|utilities,writing|media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,polymail,communication,communication|productivity,communication,null,邮件客户端，适合集中收发和管理邮箱
,alfaview,video|audio,communication|media|video|audio,media|video|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,idagio,audio,media|audio|entertainment,media|audio,null,视频工具，适合播放、录制、剪辑或转换视频
,bathyscaphe,communication,browser,communication,null,沟通工具，适合消息、邮件、通话或团队交流
,musictube,audio,media|audio|entertainment,media|audio,null,视频工具，适合播放、录制、剪辑或转换视频
,nexon-plug,game,productivity|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,keymanager,security,utilities,security,null,安全工具，适合保护隐私、控制访问或加密数据
,lofi,audio,media|audio|entertainment,media|audio,null,媒体工具，适合处理图片、音频或视频内容
,audiocupcake,audio,media|audio|entertainment,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,fabfilter-pro-mb,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,gdlauncher,game,productivity|writing|entertainment|game,entertainment|game,null,Minecraft 启动器，安装和切换模组包很方便
,id3-editor,audio,utilities,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,objektiv,picture-photo,browser|utilities,media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,pdf-pals,ai-tools|communication|PDF,communication|ai-tools,communication|writing|utilities|ai-tools,null,沟通工具，适合聊天、邮件、通话或团队交流
,jdiskreport,file-management|system-maintenance,utilities,file-management|utilities|system-enhancement,null,磁盘空间分析工具，适合查看和清理空间占用
,lightproxy,security,browser,security,null,网络调试工具，适合抓包、代理和排查连接问题
,olive,video,productivity|media|video,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,ua-midi-control,audio,media|audio|system,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,buildsettingextractor,ide,development|utilities,development,null,开发相关工具，适合编程、调试或管理开发环境
,signet,security,utilities,security,null,应用签名扫描和检查工具
,bobhelper,Font|ui-prototyping|3d-cad,design|utilities|system-enhancement,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,ecamm-live,video,media|video|entertainment,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,lehreroffice,education|office,productivity|education,productivity|writing|education,null,教师办公工具，适合管理班级、成绩和教学资料
,spotify4bigsur,audio,media|audio|entertainment,media|audio,null,媒体工具，适合处理图片、音频或视频内容
,textbar,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,lockdown,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,openpht,video,media|video|entertainment,media|video,null,媒体工具，适合处理图片、音频或视频内容
,space-capsule,window-management,utilities,utilities|system-enhancement,null,桌面空间管理工具
,zoho-workdrive,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,fabfilter-pro-c,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,codeexpander,writing|input-tools,productivity|media|picture-photo|utilities|system-enhancement,writing|utilities|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,wacom-inkspace,device-management,utilities,utilities|system-enhancement,null,
,coin-wallet,finance,development|finance,finance,null,财务工具，适合记账、发票、资产或交易管理
,pile,Notes,development|writing,productivity|writing,null,写作和笔记工具，适合记录、编辑和整理文本内容
,monofocus,GTD,productivity|utilities|system-enhancement,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,flame,ide,browser,development,null,开发相关工具，适合编程、调试或管理开发环境
,xact,audio,media|audio|utilities,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,cumulus,audio,media|audio|utilities|system-enhancement,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,elpass,security,utilities|security,security,null,密码管理器，适合保存账号、密码和敏感信息
,mmhmm-desktop,video|Meeting,productivity|media|video,communication|productivity|media|video,null,
,silnite,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,snapmotion,video|picture-photo,media|video|picture-photo|utilities,media|video|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,mimecast-for-mac,communication,communication|utilities,communication,null,
,olympus,game,media|video|entertainment|game,entertainment|game,null,游戏模组管理工具，适合管理 Celeste 等游戏内容
,nkoda,audio,development|media|audio,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,novation-components,device-management,utilities,utilities|system-enhancement,null,Novation 硬件管理和更新工具
,powder-player,video,transfer|media|video|utilities|entertainment,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,ballast,audio,media|audio|utilities,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,iridium-browser,browser,browser|utilities|security,browser,null,网页浏览器，适合日常上网和访问 Web 服务
,anka-build-cloud-controller,device-management|devops|api-tools,utilities,development|utilities|system-enhancement,null,API 调试工具，适合测试接口、请求和开发流程
,overflow,GTD|Automation,productivity,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,semulov,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,loading,network-tools|system-maintenance,utilities|system|system-enhancement,utilities|system-enhancement,null,菜单栏网络监控工具，可显示正在使用网络的应用
,brightness-sync,transfer,transfer|utilities|system-enhancement,transfer|utilities,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,amadine,Font|ui-prototyping|3d-cad|diagramming,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,gitkraken-serverless,devops,productivity|development,development,null,高效 Git 客户端
,hp-prime,device-management,utilities,utilities|system-enhancement,null,
,skyfonts,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,turbotax-2024,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,feem,transfer,file-management|transfer|utilities,transfer|utilities,null,完整功能的多平台共享软件，可以在多手机多电脑之间直接传送文本和文件
,postbox,communication|security,communication|utilities|security,communication|security,null,邮件客户端，适合集中收发和管理邮箱
,astro-command-center,device-management,utilities,utilities|system-enhancement,null,ASTRO 设备设置配置工具
,cernbox-client,transfer,file-management|transfer|utilities,transfer|utilities,null,
,softorino-youtube-converter,video|transfer,transfer|utilities|entertainment,transfer|media|video|utilities,null,传输工具，适合下载、同步或在设备间传文件
,yoda,video|transfer,transfer|media|video|utilities|entertainment,transfer|media|video|utilities,null,媒体工具，适合处理图片、音频或视频内容
,opensong,office,productivity,productivity|writing,null,演示工具，适合制作展示内容或现场演示
,overbridge,audio|device-management,media|audio|utilities,media|audio|utilities|system-enhancement,null,Elektron 硬件与音乐软件集成工具
,deep-hiarcs-chess-explorer,game,development|entertainment|game,entertainment|game,null,国际象棋数据库和分析工具，适合研究棋局与开局
,flic,device-management,utilities,utilities|system-enhancement,null,蓝牙按钮驱动工具
,locu,GTD,utilities,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,prizmo,picture-photo,utilities,media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,wiso-steuer-2024,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,cmdtap,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,konica-minolta-bizhub-c750i-c650i-c360i-c287i-c286i-c4050i-c4000i-c3320i-printer-driver,device-management,utilities,utilities|system-enhancement,null,
,weektodo,security|GTD,productivity|utilities|security,productivity|security,null,安全工具，适合保护隐私、控制访问或加密数据
,apptrap,system-maintenance,utilities,utilities|system-enhancement,null,应用卸载辅助工具，会在删除应用时提示清理相关偏好和残留文件
,flanders-ip-remote-utility,device-management,utilities,utilities|system-enhancement,null,Flanders Scientific 硬件管理工具
,nitroshare,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,sysdig-inspect,security|devops,development|utilities|security,development|security,null,安全工具，适合保护隐私、控制访问或加密数据
,toptracker,finance|GTD,utilities,productivity|finance,null,效率管理工具，适合安排任务、日程或跟踪时间
,msgfiler,communication,communication|utilities|system-enhancement,communication,null,邮件客户端，适合集中收发和管理邮箱
,securesafe,security,utilities|security,security,null,账号安全工具，适合管理密码、验证码和通行密钥
,anchor-wallet,security|finance,utilities|finance|security,finance|security,null,EOS 系钱包客户端，适合管理账号和签署交易
,dcp-o-matic-player,video,development|design,media|video,null,开发相关工具，适合编程、调试或管理开发环境
,font-finagler,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,logic-sniffer,device-management,utilities,utilities|system-enhancement,null,
,nuclino,writing,utilities,writing,null,写作和笔记工具，适合记录、编辑和整理文本内容
,safeincloud-password-manager,security,utilities|security,security,null,账号安全工具，适合管理密码、验证码和通行密钥
,pdfkey-pro,security,utilities|security,security,null,办公文档工具，适合阅读、编辑或管理文档资料
,fastmarks,browser|Automation,browser,browser|productivity|system-enhancement,null,网页浏览器，适合日常上网和访问 Web 服务
,white-rabbit,picture-photo,media|picture-photo|utilities,media|picture-photo,null,媒体工具，适合处理图片、音频或视频内容
,wiso-steuer-2022,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,vocaster-hub,device-management,utilities,utilities|system-enhancement,null,Focusrite Vocaster 声卡控制工具
,ppduck,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,taccy,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,boxcryptor,security|file-management,file-management|transfer|utilities|finance|security,file-management|utilities|security,null,云盘文件加密工具，同步前先给敏感资料上锁
,clion-eap,terminal-tools|ide,utilities,development,null,CLion 早期访问版 IDE
,pdfpenpro,PDF,utilities,writing|utilities,null,办公文档工具，适合阅读、编辑或管理文档资料
,preferencecleaner,GTD,productivity|utilities,productivity,null,学习工具，适合查词、学习、参考或教育场景
,dcp-o-matic-kdm-creator,video|audio,development|design|media|video|audio,media|video|audio,null,为 DCP 生成影院密钥，适合数字电影发行流程
,ithoughtsx,Notes,productivity,productivity|writing,null,效率工具，适合文档、记录或日常工作流
,loginputmac,device-management,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,parsehub,api-tools,utilities,development,null,API 调试工具，适合测试接口、请求和开发流程
,thebrain,Notes,productivity,productivity|writing,null,写作和笔记工具，适合记录、编辑和整理文本内容
,attachecase,security,utilities|security,security,null,安全工具，适合保护隐私、控制访问或加密数据
,hp-printer-drivers,device-management,utilities,utilities|system-enhancement,null,
,mindmaster,Notes,productivity,productivity|writing,null,思维导图软件
,cloud189,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,carbide-create,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,ankama-launcher,game,productivity|media|video|entertainment|game,entertainment|game,null,Ankama 游戏启动器，管理 Dofus 等游戏和账号
,valley-benchmark,system-maintenance,utilities,utilities|system-enhancement,null,
,honer,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,katana,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,vimy,devops,development|utilities,development,null,虚拟化或远程连接工具，适合运行系统环境和访问远程电脑
,volt,communication,communication|productivity,communication,null,沟通工具，适合聊天、邮件、通话或团队交流
,wintertime,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,bestres,window-management,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,halion-sonic,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,northern-softworks-cache-cleaner,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输或清理文件
,now-tv-player,video,media|video|entertainment,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,roaringapps,system-maintenance,utilities,utilities|system-enhancement,null,已安装应用兼容性查看工具
,bfxr,game,media|audio|entertainment|game,entertainment|game,null,复古游戏音效生成器，快速做 8-bit 风格声音
,mjolnir,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,worldpainter,game,writing|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,fontlab,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,i1profiler,picture-photo,productivity|design|media|picture-photo|utilities|system-enhancement,media|picture-photo,null,显示器和打印色彩校准工具，适合严肃影像工作流
,kogiqa,Automation,productivity|utilities|system-enhancement,productivity|system-enhancement,null,效率增强工具，适合快速启动、自动化或管理常用操作
,tdr-molotok,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,airtrash,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,command-pad,terminal-tools,utilities|system-enhancement,development,null,开发者工具，适合命令行、构建、调试或工程管理
,fontra-pak,Font|ui-prototyping|3d-cad,browser,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,kkbox,audio,media|audio|entertainment,media|audio,null,视频工具，适合播放、录制、剪辑或转换视频
,labymod-launcher,game,productivity|writing|entertainment|game,entertainment|game,null,LabyMod 启动器，管理 Minecraft 模组和服务器体验
,space-saver,transfer,transfer|utilities|system,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,btcpayserver-vault,finance|device-management|transfer,utilities|finance,transfer|utilities|system-enhancement|finance,null,BTCPay 硬件钱包桥接工具，帮助安全签署付款
,fontcreator,Font,utilities,design|utilities,null,字体编辑工具，适合设计、修改和检查字体
,niftyman,writing,writing|utilities|system-enhancement,writing,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,crypto-native-app-ng,security|finance,browser|utilities|finance|security,finance|security,null,加密资产工具入口，适合处理钱包和链上操作
,dcp-o-matic-disk-writer,video,development|design|media|video|audio,media|video,null,把 DCP 写入放映介质，适合影院交付前检查
,express-scribe-transcription-software,audio,development|media|audio,media|audio,null,脚踏控制的转录音频播放器
,nault,finance,utilities|finance,finance,null,Nano 钱包客户端，适合管理和发送 Nano 资产
,droidid,device-management,utilities,utilities|system-enhancement,null,用 Android 设备指纹解锁 Mac 的工具
,moose,transfer,utilities,transfer|utilities,null,开源的 bT 下载客户端，支持 macOS 与 Linux 系统
,nimblenote,writing,writing|utilities|system-enhancement,writing,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,pynsource,diagramming|ide,development,development|design,null,编程开发工具，适合编写、阅读和维护代码
,ripx,audio,media|audio|utilities,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,toshiba-colormfp-drivers,device-management,utilities,utilities|system-enhancement,null,
,hides,ide,utilities,development,null,编程开发工具，适合编写、阅读和维护代码
