rank,name,defaultTagIDs,defaultTagNamesEN,bundleIdentifier,normalizedName,oldCategoryCandidates,sourceEvidence,mergedCandidateRanks,tagReviewStatus,tagConfidence,regionHints,notes
464,Adobe Creative Cloud,design,Design,,adobe-creative-cloud,design,homebrew_cask_30d:368,464,single_tag_heuristic_review,0.62,,homebrew_count=694;percent=0.03;cask=adobe-creative-cloud
465,Open Webui,ai-tools|development,AI Tools|Development,,open-webui,other,homebrew_cask_30d:366,465,multi_tag_heuristic_review,0.70,,homebrew_count=703;percent=0.03;cask=open-webui
466,Pear Devs/pear/pear Desktop,development,Development,,pear-devs-pear-pear-desktop,development,homebrew_cask_30d:369,466,single_tag_heuristic_review,0.62,,homebrew_count=691;percent=0.03;cask=pear-devs/pear/pear-desktop
467,Typewhisper/tap/typewhisper,other,Other,,typewhisper-tap-typewhisper,other,homebrew_cask_30d:367,467,needs_classification,0.30,,homebrew_count=699;percent=0.03;cask=typewhisper/tap/typewhisper
468,Redis/redis/redis,development,Development,,redis-redis-redis,development,homebrew_cask_30d:371,468,single_tag_heuristic_review,0.62,,homebrew_count=688;percent=0.03;cask=redis/redis/redis
469,Marta,other,Other,,marta,other,homebrew_cask_30d:370,469,needs_classification,0.30,,homebrew_count=690;percent=0.03;cask=marta
470,Capcut,video|media,Video|Media,,capcut,other,homebrew_cask_30d:372,470,multi_tag_heuristic_review,0.70,,homebrew_count=681;percent=0.03;cask=capcut
471,Displaylink,other,Other,,displaylink,other,homebrew_cask_30d:373,471,needs_classification,0.30,,homebrew_count=678;percent=0.03;cask=displaylink
472,Repobar,other,Other,,repobar,other,homebrew_cask_30d:374,472,needs_classification,0.30,,homebrew_count=674;percent=0.03;cask=repobar
473,Openusage,other,Other,,openusage,other,homebrew_cask_30d:375,473,needs_classification,0.30,,homebrew_count=673;percent=0.03;cask=openusage
474,Joplin,writing|productivity,Writing|Productivity,,joplin,other,homebrew_cask_30d:376,474,multi_tag_heuristic_review,0.70,,homebrew_count=672;percent=0.03;cask=joplin
475,Mullvad VPN,security|utilities,Security|Utilities,,mullvad-vpn,utilities,homebrew_cask_30d:379,475,multi_tag_heuristic_review,0.70,,homebrew_count=670;percent=0.03;cask=mullvad-vpn
476,Loop,other,Other,,loop,other,homebrew_cask_30d:377,476,needs_classification,0.30,,homebrew_count=671;percent=0.03;cask=loop
477,Slack CLI,communication|productivity,Communication|Productivity,,slack-cli,communication,homebrew_cask_30d:380,477,multi_tag_heuristic_review,0.70,,homebrew_count=665;percent=0.03;cask=slack-cli
478,Font Iosevka Nerd Font,utilities,Utilities,,font-iosevka-nerd-font,other,homebrew_cask_30d:378,478,single_tag_heuristic_review,0.62,,homebrew_count=671;percent=0.03;cask=font-iosevka-nerd-font
479,Linear,productivity,Productivity,,linear,productivity,homebrew_cask_30d:383,479,single_tag_heuristic_review,0.62,,homebrew_count=655;percent=0.03;cask=linear
480,Mono Mdk,other,Other,,mono-mdk,other,homebrew_cask_30d:381,480,needs_classification,0.30,,homebrew_count=662;percent=0.03;cask=mono-mdk
481,Gitkraken,development,Development,,gitkraken,development,homebrew_cask_30d:384,481,single_tag_heuristic_review,0.62,,homebrew_count=653;percent=0.03;cask=gitkraken
482,Android Ndk,other,Other,,android-ndk,other,homebrew_cask_30d:382,482,needs_classification,0.30,,homebrew_count=660;percent=0.03;cask=android-ndk
483,Devtunnel,development,Development,,devtunnel,development,homebrew_cask_30d:386,483,single_tag_heuristic_review,0.62,,homebrew_count=649;percent=0.03;cask=devtunnel
484,Snipaste,utilities,Utilities,,snipaste,utilities,homebrew_cask_30d:387,484,single_tag_heuristic_review,0.62,,homebrew_count=646;percent=0.03;cask=snipaste
485,Bunch,other,Other,,bunch,other,homebrew_cask_30d:385,485,needs_classification,0.30,,homebrew_count=650;percent=0.03;cask=bunch
486,Dotnet Sdk@9,development,Development,,dotnet-sdk-9,other,homebrew_cask_30d:388,486,single_tag_heuristic_review,0.62,,homebrew_count=643;percent=0.03;cask=dotnet-sdk@9
487,Grishka/grishka/neardrop,other,Other,,grishka-grishka-neardrop,other,homebrew_cask_30d:389,487,needs_classification,0.30,,homebrew_count=642;percent=0.03;cask=grishka/grishka/neardrop
488,Sf Symbols,other,Other,,sf-symbols,other,homebrew_cask_30d:390,488,needs_classification,0.30,,homebrew_count=638;percent=0.03;cask=sf-symbols
489,Font Maple Mono,utilities,Utilities,,font-maple-mono,other,homebrew_cask_30d:391,489,single_tag_heuristic_review,0.62,,homebrew_count=636;percent=0.03;cask=font-maple-mono
490,Pycharm Ce,development,Development,,pycharm-ce,development,homebrew_cask_30d:394,490,single_tag_heuristic_review,0.62,,homebrew_count=634;percent=0.03;cask=pycharm-ce
491,Coconutbattery,utilities,Utilities,,coconutbattery,other,homebrew_cask_30d:392,491,single_tag_heuristic_review,0.62,,homebrew_count=636;percent=0.03;cask=coconutbattery
492,Zettlr,writing,Writing,,zettlr,other,homebrew_cask_30d:393,492,single_tag_heuristic_review,0.62,,homebrew_count=635;percent=0.03;cask=zettlr
493,Dotnet Runtime,other,Other,,dotnet-runtime,other,homebrew_cask_30d:395,493,needs_classification,0.30,,homebrew_count=630;percent=0.03;cask=dotnet-runtime
494,Ubersicht,other,Other,,ubersicht,other,homebrew_cask_30d:396,494,needs_classification,0.30,,homebrew_count=630;percent=0.03;cask=ubersicht
495,Libndi,other,Other,,libndi,other,homebrew_cask_30d:397,495,needs_classification,0.30,,homebrew_count=627;percent=0.03;cask=libndi
496,Hashicorp/tap/hashicorp Vagrant,other,Other,,hashicorp-tap-hashicorp-vagrant,other,homebrew_cask_30d:398,496,needs_classification,0.30,,homebrew_count=625;percent=0.03;cask=hashicorp/tap/hashicorp-vagrant
497,Wine@staging,utilities,Utilities,,wine-staging,other,homebrew_cask_30d:399,497,single_tag_heuristic_review,0.62,,homebrew_count=625;percent=0.03;cask=wine@staging
498,Salesforce CLI,other,Other,,salesforce-cli,other,homebrew_cask_30d:400,498,needs_classification,0.30,,homebrew_count=625;percent=0.03;cask=salesforce-cli
499,Qgis,other,Other,,qgis,other,homebrew_cask_30d:401,499,needs_classification,0.30,,homebrew_count=623;percent=0.03;cask=qgis
500,Omnidisksweeper,other,Other,,omnidisksweeper,other,homebrew_cask_30d:402,500,needs_classification,0.30,,homebrew_count=623;percent=0.03;cask=omnidisksweeper
501,Sqlcl,other,Other,,sqlcl,other,homebrew_cask_30d:403,501,needs_classification,0.30,,homebrew_count=620;percent=0.03;cask=sqlcl
502,Skiptools/skip/skip,other,Other,,skiptools-skip-skip,other,homebrew_cask_30d:404,502,needs_classification,0.30,,homebrew_count=618;percent=0.03;cask=skiptools/skip/skip
503,Font Ibm Plex Mono,video|media|entertainment|utilities,Video|Media|Entertainment|Utilities,,font-ibm-plex-mono,media,homebrew_cask_30d:407,503,multi_tag_heuristic_review,0.70,,homebrew_count=604;percent=0.03;cask=font-ibm-plex-mono
504,Daisydisk,utilities,Utilities,,daisydisk,other,homebrew_cask_30d:405,504,single_tag_heuristic_review,0.62,,homebrew_count=615;percent=0.03;cask=daisydisk
505,Little Snitch,security|utilities,Security|Utilities,,little-snitch,other,homebrew_cask_30d:406,505,multi_tag_heuristic_review,0.70,,homebrew_count=604;percent=0.03;cask=little-snitch
506,Gstreamer Development,development,Development,,gstreamer-development,development,homebrew_cask_30d:409,506,single_tag_heuristic_review,0.62,,homebrew_count=598;percent=0.03;cask=gstreamer-development
507,Krita,design|picture-photo,Design|Pictures & Photos,,krita,other,homebrew_cask_30d:408,507,multi_tag_heuristic_review,0.70,,homebrew_count=602;percent=0.03;cask=krita
508,Charles,utilities,Utilities,,charles,utilities,homebrew_cask_30d:412,508,single_tag_heuristic_review,0.62,,homebrew_count=592;percent=0.03;cask=charles
509,Postgres App,other,Other,,postgres-app,other,homebrew_cask_30d:410,509,needs_classification,0.30,,homebrew_count=594;percent=0.03;cask=postgres-app
510,Imageoptim,picture-photo,Pictures & Photos,,imageoptim,design,homebrew_cask_30d:413,510,single_tag_heuristic_review,0.62,,homebrew_count=591;percent=0.02;cask=imageoptim
511,Hot,other,Other,,hot,other,homebrew_cask_30d:411,511,needs_classification,0.30,,homebrew_count=594;percent=0.03;cask=hot
512,Logseq,writing|productivity,Writing|Productivity,,logseq,writing,homebrew_cask_30d:415,512,multi_tag_heuristic_review,0.70,,homebrew_count=589;percent=0.02;cask=logseq
513,Barutsrb/tap/omniwm,other,Other,,barutsrb-tap-omniwm,other,homebrew_cask_30d:414,513,needs_classification,0.30,,homebrew_count=590;percent=0.02;cask=barutsrb/tap/omniwm
514,Notion Calendar,writing|productivity,Writing|Productivity,,notion-calendar,writing,homebrew_cask_30d:418,514,multi_tag_heuristic_review,0.70,,homebrew_count=586;percent=0.02;cask=notion-calendar
515,Font Iosevka,utilities,Utilities,,font-iosevka,other,homebrew_cask_30d:416,515,single_tag_heuristic_review,0.62,,homebrew_count=589;percent=0.02;cask=font-iosevka
516,Granola,other,Other,,granola,other,homebrew_cask_30d:417,516,needs_classification,0.30,,homebrew_count=587;percent=0.02;cask=granola
517,Google Chrome@canary,browser,Browsers,,google-chrome-canary,browser,homebrew_cask_30d:421,517,single_tag_heuristic_review,0.62,,homebrew_count=582;percent=0.02;cask=google-chrome@canary
518,Bbedit,development,Development,,bbedit,other,homebrew_cask_30d:419,518,single_tag_heuristic_review,0.62,,homebrew_count=584;percent=0.02;cask=bbedit
519,Wch Ch34x Usb Serial Driver,other,Other,,wch-ch34x-usb-serial-driver,other,homebrew_cask_30d:420,519,needs_classification,0.30,,homebrew_count=583;percent=0.02;cask=wch-ch34x-usb-serial-driver
520,Wezterm@nightly,development,Development,,wezterm-nightly,development,homebrew_cask_30d:423,520,single_tag_heuristic_review,0.62,,homebrew_count=580;percent=0.02;cask=wezterm@nightly
521,Wallspace,other,Other,,wallspace,other,homebrew_cask_30d:422,521,needs_classification,0.30,,homebrew_count=580;percent=0.02;cask=wallspace
522,Steamcmd,entertainment,Entertainment,,steamcmd,entertainment,homebrew_cask_30d:425,522,single_tag_heuristic_review,0.62,,homebrew_count=578;percent=0.02;cask=steamcmd
523,Kamillobinski/thock/thock,other,Other,,kamillobinski-thock-thock,other,homebrew_cask_30d:424,523,needs_classification,0.30,,homebrew_count=578;percent=0.02;cask=kamillobinski/thock/thock
524,Meetingbar,communication,Communication,,meetingbar,communication,homebrew_cask_30d:428,524,single_tag_heuristic_review,0.62,,homebrew_count=576;percent=0.02;cask=meetingbar
525,Orcaslicer,other,Other,,orcaslicer,other,homebrew_cask_30d:426,525,needs_classification,0.30,,homebrew_count=577;percent=0.02;cask=orcaslicer
526,Font Cascadia Code,utilities,Utilities,,font-cascadia-code,other,homebrew_cask_30d:427,526,single_tag_heuristic_review,0.62,,homebrew_count=576;percent=0.02;cask=font-cascadia-code
527,Crystalfetch,other,Other,,crystalfetch,other,homebrew_cask_30d:429,527,needs_classification,0.30,,homebrew_count=574;percent=0.02;cask=crystalfetch
528,Kap,utilities,Utilities,,kap,other,homebrew_cask_30d:430,528,single_tag_heuristic_review,0.62,,homebrew_count=569;percent=0.02;cask=kap
529,Font Iosevka Term Nerd Font,utilities,Utilities,,font-iosevka-term-nerd-font,other,homebrew_cask_30d:431,529,single_tag_heuristic_review,0.62,,homebrew_count=566;percent=0.02;cask=font-iosevka-term-nerd-font
530,Netnewswire,other,Other,,netnewswire,other,homebrew_cask_30d:432,530,needs_classification,0.30,,homebrew_count=564;percent=0.02;cask=netnewswire
531,Vesktop,other,Other,,vesktop,other,homebrew_cask_30d:433,531,needs_classification,0.30,,homebrew_count=562;percent=0.02;cask=vesktop
532,Krishkrosh/apps/trackweight,other,Other,,krishkrosh-apps-trackweight,other,homebrew_cask_30d:434,532,needs_classification,0.30,,homebrew_count=560;percent=0.02;cask=krishkrosh/apps/trackweight
533,Tomatobar,other,Other,,tomatobar,other,homebrew_cask_30d:435,533,needs_classification,0.30,,homebrew_count=559;percent=0.02;cask=tomatobar
534,Dynamodb Local,other,Other,,dynamodb-local,other,homebrew_cask_30d:436,534,needs_classification,0.30,,homebrew_count=557;percent=0.02;cask=dynamodb-local
535,Thebrowsercompany Dia,browser,Browsers,,thebrowsercompany-dia,browser,homebrew_cask_30d:439,535,single_tag_heuristic_review,0.62,,homebrew_count=551;percent=0.02;cask=thebrowsercompany-dia
536,Neovide App,other,Other,,neovide-app,other,homebrew_cask_30d:437,536,needs_classification,0.30,,homebrew_count=553;percent=0.02;cask=neovide-app
537,Claudebar,other,Other,,claudebar,other,homebrew_cask_30d:438,537,needs_classification,0.30,,homebrew_count=553;percent=0.02;cask=claudebar
538,Webstorm,development,Development,,webstorm,development,homebrew_cask_30d:442,538,single_tag_heuristic_review,0.62,,homebrew_count=545;percent=0.02;cask=webstorm
539,Codeql,other,Other,,codeql,other,homebrew_cask_30d:440,539,needs_classification,0.30,,homebrew_count=545;percent=0.02;cask=codeql
541,Stolendata Mpv,video|media,Video|Media,,stolendata-mpv,other,homebrew_cask_30d:441,541,multi_tag_heuristic_review,0.70,,homebrew_count=545;percent=0.02;cask=stolendata-mpv
542,Keyboardcleantool,utilities,Utilities,,keyboardcleantool,utilities,homebrew_cask_30d:446,542,single_tag_heuristic_review,0.62,,homebrew_count=537;percent=0.02;cask=keyboardcleantool
543,Knockknock,other,Other,,knockknock,other,homebrew_cask_30d:444,543,needs_classification,0.30,,homebrew_count=538;percent=0.02;cask=knockknock
544,Daveshanley/vacuum/vacuum,other,Other,,daveshanley-vacuum-vacuum,other,homebrew_cask_30d:445,544,needs_classification,0.30,,homebrew_count=537;percent=0.02;cask=daveshanley/vacuum/vacuum
545,D12frosted/emacs Plus/emacs Plus App,development,Development,,d12frosted-emacs-plus-emacs-plus-app,development,homebrew_cask_30d:449,545,single_tag_heuristic_review,0.62,,homebrew_count=532;percent=0.02;cask=d12frosted/emacs-plus/emacs-plus-app
546,Osaurus,other,Other,,osaurus,other,homebrew_cask_30d:447,546,needs_classification,0.30,,homebrew_count=537;percent=0.02;cask=osaurus
547,Todoist App,productivity,Productivity,,todoist-app,productivity,homebrew_cask_30d:450,547,single_tag_heuristic_review,0.62,,homebrew_count=530;percent=0.02;cask=todoist-app
548,Corretto@8,development,Development,,corretto-8,other,homebrew_cask_30d:448,548,single_tag_heuristic_review,0.62,,homebrew_count=534;percent=0.02;cask=corretto@8
549,Claude Devtools,ai-tools|productivity,AI Tools|Productivity,,claude-devtools,ai-tools,homebrew_cask_30d:452,549,multi_tag_heuristic_review,0.70,,homebrew_count=527;percent=0.02;cask=claude-devtools
550,Latest,other,Other,,latest,other,homebrew_cask_30d:451,550,needs_classification,0.30,,homebrew_count=529;percent=0.02;cask=latest
551,Ublue Os/tap/asusctl Linux,other,Other,,ublue-os-tap-asusctl-linux,other,homebrew_cask_30d:453,551,needs_classification,0.30,,homebrew_count=526;percent=0.02;cask=ublue-os/tap/asusctl-linux
552,Proton Pass,other,Other,,proton-pass,other,homebrew_cask_30d:454,552,needs_classification,0.30,,homebrew_count=525;percent=0.02;cask=proton-pass
553,Proton Mail,communication,Communication,,proton-mail,communication,homebrew_cask_30d:457,553,single_tag_heuristic_review,0.62,,homebrew_count=522;percent=0.02;cask=proton-mail
554,Input Source Pro,other,Other,,input-source-pro,other,homebrew_cask_30d:455,554,needs_classification,0.30,,homebrew_count=524;percent=0.02;cask=input-source-pro
555,Memo,other,Other,,memo,other,homebrew_cask_30d:456,555,needs_classification,0.30,,homebrew_count=523;percent=0.02;cask=memo
556,Battery,other,Other,,battery,other,homebrew_cask_30d:458,556,needs_classification,0.30,,homebrew_count=522;percent=0.02;cask=battery
557,Font Fira Mono Nerd Font,utilities,Utilities,,font-fira-mono-nerd-font,other,homebrew_cask_30d:459,557,single_tag_heuristic_review,0.62,,homebrew_count=520;percent=0.02;cask=font-fira-mono-nerd-font
558,Parsec,other,Other,,parsec,other,homebrew_cask_30d:460,558,needs_classification,0.30,,homebrew_count=518;percent=0.02;cask=parsec
559,Font Monaspice Nerd Font,utilities,Utilities,,font-monaspice-nerd-font,other,homebrew_cask_30d:461,559,single_tag_heuristic_review,0.62,,homebrew_count=515;percent=0.02;cask=font-monaspice-nerd-font
560,Ublue Os/tap/rog Control Center Linux,other,Other,,ublue-os-tap-rog-control-center-linux,other,homebrew_cask_30d:462,560,needs_classification,0.30,,homebrew_count=510;percent=0.02;cask=ublue-os/tap/rog-control-center-linux
561,AWS VPN Client,development,Development,,aws-vpn-client,development,homebrew_cask_30d:465,561,single_tag_heuristic_review,0.62,,homebrew_count=504;percent=0.02;cask=aws-vpn-client
562,Eqmac,other,Other,,eqmac,other,homebrew_cask_30d:463,562,needs_classification,0.30,,homebrew_count=508;percent=0.02;cask=eqmac
563,Corretto@25,development,Development,,corretto-25,other,homebrew_cask_30d:464,563,single_tag_heuristic_review,0.62,,homebrew_count=506;percent=0.02;cask=corretto@25
564,Gpg Suite,security|utilities,Security|Utilities,,gpg-suite,other,homebrew_cask_30d:466,564,multi_tag_heuristic_review,0.70,,homebrew_count=503;percent=0.02;cask=gpg-suite
565,Termora,other,Other,,termora,other,homebrew_cask_30d:467,565,needs_classification,0.30,,homebrew_count=502;percent=0.02;cask=termora
566,Element,communication,Communication,,element,other,homebrew_cask_30d:468,566,single_tag_heuristic_review,0.62,,homebrew_count=502;percent=0.02;cask=element
567,Metasploit,other,Other,,metasploit,other,homebrew_cask_30d:469,567,needs_classification,0.30,,homebrew_count=501;percent=0.02;cask=metasploit
568,Blackhole 64ch,audio|media|utilities,Audio|Media|Utilities,,blackhole-64ch,other,homebrew_cask_30d:470,568,multi_tag_heuristic_review,0.70,,homebrew_count=500;percent=0.02;cask=blackhole-64ch
569,F/textream/textream,other,Other,,f-textream-textream,other,homebrew_cask_30d:471,569,needs_classification,0.30,,homebrew_count=497;percent=0.02;cask=f/textream/textream
570,Wxtsky/tap/codeisland,other,Other,,wxtsky-tap-codeisland,other,homebrew_cask_30d:472,570,needs_classification,0.30,,homebrew_count=495;percent=0.02;cask=wxtsky/tap/codeisland
571,Oracle Jdk,other,Other,,oracle-jdk,other,homebrew_cask_30d:473,571,needs_classification,0.30,,homebrew_count=495;percent=0.02;cask=oracle-jdk
572,Jdownloader,transfer,Uploads & Downloads,,jdownloader,other,homebrew_cask_30d:474,572,single_tag_heuristic_review,0.62,,homebrew_count=494;percent=0.02;cask=jdownloader
573,Wpsoffice Cn,other,Other,,wpsoffice-cn,other,homebrew_cask_30d:475,573,needs_classification,0.30,,homebrew_count=494;percent=0.02;cask=wpsoffice-cn
574,Font Dejavu,utilities,Utilities,,font-dejavu,other,homebrew_cask_30d:476,574,single_tag_heuristic_review,0.62,,homebrew_count=491;percent=0.02;cask=font-dejavu
575,Baidunetdisk,other,Other,,baidunetdisk,other,homebrew_cask_30d:477,575,needs_classification,0.30,,homebrew_count=490;percent=0.02;cask=baidunetdisk
576,Prince,other,Other,,prince,other,homebrew_cask_30d:478,576,needs_classification,0.30,,homebrew_count=490;percent=0.02;cask=prince
577,Zerotier One,other,Other,,zerotier-one,other,homebrew_cask_30d:479,577,needs_classification,0.30,,homebrew_count=488;percent=0.02;cask=zerotier-one
578,Loom,video|media,Video|Media,,loom,other,homebrew_cask_30d:480,578,multi_tag_heuristic_review,0.70,,homebrew_count=487;percent=0.02;cask=loom
579,Sfm,other,Other,,sfm,other,homebrew_cask_30d:481,579,needs_classification,0.30,,homebrew_count=482;percent=0.02;cask=sfm
580,Pika,other,Other,,pika,other,homebrew_cask_30d:482,580,needs_classification,0.30,,homebrew_count=480;percent=0.02;cask=pika
581,Proton Drive,other,Other,,proton-drive,other,homebrew_cask_30d:483,581,needs_classification,0.30,,homebrew_count=480;percent=0.02;cask=proton-drive
582,Font D2coding Nerd Font,utilities,Utilities,,font-d2coding-nerd-font,other,homebrew_cask_30d:484,582,single_tag_heuristic_review,0.62,,homebrew_count=477;percent=0.02;cask=font-d2coding-nerd-font
583,Grammarly Desktop,writing,Writing,,grammarly-desktop,writing,homebrew_cask_30d:487,583,single_tag_heuristic_review,0.62,,homebrew_count=470;percent=0.02;cask=grammarly-desktop
584,Peripheryapp/periphery/periphery,other,Other,,peripheryapp-periphery-periphery,other,homebrew_cask_30d:485,584,needs_classification,0.30,,homebrew_count=476;percent=0.02;cask=peripheryapp/periphery/periphery
585,Finicky,other,Other,,finicky,other,homebrew_cask_30d:486,585,needs_classification,0.30,,homebrew_count=475;percent=0.02;cask=finicky
586,Comet,other,Other,,comet,other,homebrew_cask_30d:488,586,needs_classification,0.30,,homebrew_count=467;percent=0.02;cask=comet
588,Appium Inspector,other,Other,,appium-inspector,other,homebrew_cask_30d:489,588,needs_classification,0.30,,homebrew_count=463;percent=0.02;cask=appium-inspector
589,Motrix,transfer,Uploads & Downloads,,motrix,other,homebrew_cask_30d:490,589,single_tag_heuristic_review,0.62,,homebrew_count=462;percent=0.02;cask=motrix
590,Epic Games,game|entertainment,Games|Entertainment,,epic-games,entertainment,homebrew_cask_30d:493,590,multi_tag_heuristic_review,0.70,,homebrew_count=458;percent=0.02;cask=epic-games
591,Chatbox,other,Other,,chatbox,other,homebrew_cask_30d:492,591,needs_classification,0.30,,homebrew_count=461;percent=0.02;cask=chatbox
592,Plex,video|media|entertainment,Video|Media|Entertainment,,plex,media,homebrew_cask_30d:495,592,multi_tag_heuristic_review,0.70,,homebrew_count=454;percent=0.02;cask=plex
593,Openinterminal,development,Development,,openinterminal,development,homebrew_cask_30d:496,593,single_tag_heuristic_review,0.62,,homebrew_count=451;percent=0.02;cask=openinterminal
594,Font Roboto,utilities,Utilities,,font-roboto,other,homebrew_cask_30d:494,594,single_tag_heuristic_review,0.62,,homebrew_count=458;percent=0.02;cask=font-roboto
595,Goland,development,Development,,goland,development,homebrew_cask_30d:499,595,single_tag_heuristic_review,0.62,,homebrew_count=447;percent=0.02;cask=goland
596,Wizcli,other,Other,,wizcli,other,homebrew_cask_30d:497,596,needs_classification,0.30,,homebrew_count=450;percent=0.02;cask=wizcli
597,Duckduckgo,browser,Browsers,,duckduckgo,other,homebrew_cask_30d:498,597,single_tag_heuristic_review,0.62,,homebrew_count=448;percent=0.02;cask=duckduckgo
598,Cardinal Search,browser,Browsers,,cardinal-search,browser,homebrew_cask_30d:501,598,single_tag_heuristic_review,0.62,,homebrew_count=444;percent=0.02;cask=cardinal-search
599,Tradingview,finance,Finance,,tradingview,finance,homebrew_cask_30d:502,599,single_tag_heuristic_review,0.62,,homebrew_count=442;percent=0.02;cask=tradingview
600,Supacode,other,Other,,supacode,other,homebrew_cask_30d:500,600,needs_classification,0.30,,homebrew_count=445;percent=0.02;cask=supacode
601,Mullvad Browser,browser|security|utilities,Browsers|Security|Utilities,,mullvad-browser,browser,homebrew_cask_30d:504,601,multi_tag_heuristic_review,0.70,,homebrew_count=439;percent=0.02;cask=mullvad-browser
602,Textmate,development,Development,,textmate,other,homebrew_cask_30d:503,602,single_tag_heuristic_review,0.62,,homebrew_count=442;percent=0.02;cask=textmate
603,Parallels,development,Development,,parallels,other,homebrew_cask_30d:505,603,single_tag_heuristic_review,0.62,,homebrew_count=437;percent=0.02;cask=parallels
604,Font Geist Mono Nerd Font,utilities,Utilities,,font-geist-mono-nerd-font,other,homebrew_cask_30d:506,604,single_tag_heuristic_review,0.62,,homebrew_count=437;percent=0.02;cask=font-geist-mono-nerd-font
605,Webex,communication|productivity,Communication|Productivity,,webex,other,homebrew_cask_30d:507,605,multi_tag_heuristic_review,0.70,,homebrew_count=436;percent=0.02;cask=webex
606,Deepl,other,Other,,deepl,other,homebrew_cask_30d:508,606,needs_classification,0.30,,homebrew_count=435;percent=0.02;cask=deepl
607,Wechatwebdevtools,communication,Communication,,wechatwebdevtools,communication,homebrew_cask_30d:511,607,single_tag_heuristic_review,0.62,,homebrew_count=431;percent=0.02;cask=wechatwebdevtools
608,Secretive,other,Other,,secretive,other,homebrew_cask_30d:509,608,needs_classification,0.30,,homebrew_count=433;percent=0.02;cask=secretive
609,Wine@devel,utilities,Utilities,,wine-devel,development,homebrew_cask_30d:512,609,single_tag_heuristic_review,0.62,,homebrew_count=430;percent=0.02;cask=wine@devel
610,Mist,other,Other,,mist,other,homebrew_cask_30d:510,610,needs_classification,0.30,,homebrew_count=433;percent=0.02;cask=mist
611,Microsoft Azure Storage Explorer,development,Development,,microsoft-azure-storage-explorer,development,homebrew_cask_30d:514,611,single_tag_heuristic_review,0.62,,homebrew_count=425;percent=0.02;cask=microsoft-azure-storage-explorer
612,UI Tars,other,Other,,ui-tars,other,homebrew_cask_30d:513,612,needs_classification,0.30,,homebrew_count=427;percent=0.02;cask=ui-tars
613,Minecraft,productivity|game|entertainment,Productivity|Games|Entertainment,,minecraft,writing,homebrew_cask_30d:517,613,multi_tag_heuristic_review,0.70,,homebrew_count=423;percent=0.02;cask=minecraft
614,Corretto@11,development,Development,,corretto-11,other,homebrew_cask_30d:515,614,single_tag_heuristic_review,0.62,,homebrew_count=425;percent=0.02;cask=corretto@11
615,Zed@preview,development|picture-photo|system|utilities,Development|Pictures & Photos|System Apps|Utilities,,zed-preview,development,homebrew_cask_30d:518,615,multi_tag_heuristic_review,0.70,,homebrew_count=422;percent=0.02;cask=zed@preview
616,Droid,other,Other,,droid,other,homebrew_cask_30d:516,616,needs_classification,0.30,,homebrew_count=424;percent=0.02;cask=droid
617,Trae,other,Other,,trae,other,homebrew_cask_30d:519,617,needs_classification,0.30,,homebrew_count=421;percent=0.02;cask=trae
618,Rider,development,Development,,rider,other,homebrew_cask_30d:520,618,single_tag_heuristic_review,0.62,,homebrew_count=420;percent=0.02;cask=rider
619,Nomachine,other,Other,,nomachine,other,homebrew_cask_30d:521,619,needs_classification,0.30,,homebrew_count=419;percent=0.02;cask=nomachine
620,Musescore,other,Other,,musescore,other,homebrew_cask_30d:522,620,needs_classification,0.30,,homebrew_count=418;percent=0.02;cask=musescore
621,Wpsoffice,other,Other,,wpsoffice,other,homebrew_cask_30d:523,621,needs_classification,0.30,,homebrew_count=417;percent=0.02;cask=wpsoffice
622,HTTP Toolkit,other,Other,,http-toolkit,other,homebrew_cask_30d:524,622,needs_classification,0.30,,homebrew_count=416;percent=0.02;cask=http-toolkit
623,Draw Things,productivity,Productivity,,draw-things,productivity,homebrew_cask_30d:527,623,single_tag_heuristic_review,0.62,,homebrew_count=413;percent=0.02;cask=draw-things
624,Wetype,other,Other,,wetype,other,homebrew_cask_30d:525,624,needs_classification,0.30,,homebrew_count=416;percent=0.02;cask=wetype
625,Font Sf Pro,utilities,Utilities,,font-sf-pro,other,homebrew_cask_30d:526,625,single_tag_heuristic_review,0.62,,homebrew_count=415;percent=0.02;cask=font-sf-pro
626,Forklift,file-management|transfer|utilities,File Management|Uploads & Downloads|Utilities,,forklift,utilities,homebrew_cask_30d:529,626,multi_tag_heuristic_review,0.70,,homebrew_count=413;percent=0.02;cask=forklift
627,Qoderai/qoder/qodercli,other,Other,,qoderai-qoder-qodercli,other,homebrew_cask_30d:528,627,needs_classification,0.30,,homebrew_count=413;percent=0.02;cask=qoderai/qoder/qodercli
628,Longbridge/tap/longbridge Terminal,development|system|utilities,Development|System Apps|Utilities,,longbridge-tap-longbridge-terminal,development,homebrew_cask_30d:531,628,multi_tag_heuristic_review,0.70,,homebrew_count=407;percent=0.02;cask=longbridge/tap/longbridge-terminal
629,Barrier,other,Other,,barrier,other,homebrew_cask_30d:530,629,needs_classification,0.30,,homebrew_count=412;percent=0.02;cask=barrier
630,Mockoon,other,Other,,mockoon,other,homebrew_cask_30d:532,630,needs_classification,0.30,,homebrew_count=407;percent=0.02;cask=mockoon
631,Beyond Compare,development,Development,,beyond-compare,other,homebrew_cask_30d:533,631,single_tag_heuristic_review,0.62,,homebrew_count=406;percent=0.02;cask=beyond-compare
